"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 22 04:35:03 UTC 2026","Sat Aug 22 04:35:07 UTC 2026","3640","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Sat Aug 22 04:35:07 UTC 2026","Sat Aug 22 04:35:07 UTC 2026","444","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"failed","Sat Aug 22 04:35:37 UTC 2026","Sat Aug 22 04:35:56 UTC 2026","19236","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Sat Aug 22 04:35:08 UTC 2026","Sat Aug 22 04:35:09 UTC 2026","319","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Sat Aug 22 04:35:09 UTC 2026","Sat Aug 22 04:35:37 UTC 2026","27789","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Sat Aug 22 04:35:09 UTC 2026","Sat Aug 22 04:35:09 UTC 2026","290","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sat Aug 22 04:35:08 UTC 2026","Sat Aug 22 04:35:08 UTC 2026","333","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Sat Aug 22 04:35:07 UTC 2026","Sat Aug 22 04:35:08 UTC 2026","381","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Sat Aug 22 04:35:09 UTC 2026","Sat Aug 22 04:35:09 UTC 2026","361","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sat Aug 22 04:35:08 UTC 2026","Sat Aug 22 04:35:08 UTC 2026","152","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
