"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 22 09:48:44 UTC 2026","Mon Jun 22 09:48:44 UTC 2026","271","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Mon Jun 22 09:48:44 UTC 2026","Mon Jun 22 09:48:45 UTC 2026","565","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 22 09:48:44 UTC 2026","Mon Jun 22 09:48:44 UTC 2026","302","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Mon Jun 22 09:48:44 UTC 2026","Mon Jun 22 09:48:44 UTC 2026","130","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Mon Jun 22 09:48:45 UTC 2026","Mon Jun 22 09:49:13 UTC 2026","27863","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Mon Jun 22 09:48:36 UTC 2026","Mon Jun 22 09:48:43 UTC 2026","7058","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Mon Jun 22 09:48:43 UTC 2026","Mon Jun 22 09:48:44 UTC 2026","316","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"failed","Mon Jun 22 09:49:13 UTC 2026","Mon Jun 22 09:49:32 UTC 2026","18785","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Mon Jun 22 09:48:45 UTC 2026","Mon Jun 22 09:48:45 UTC 2026","143","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 22 09:48:45 UTC 2026","Mon Jun 22 09:48:45 UTC 2026","160","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
