"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 14 05:31:22 UTC 2026","Fri Aug 14 05:31:22 UTC 2026","282","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Fri Aug 14 05:31:49 UTC 2026","Fri Aug 14 05:32:09 UTC 2026","19524","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Fri Aug 14 05:31:22 UTC 2026","Fri Aug 14 05:31:22 UTC 2026","128","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Fri Aug 14 05:31:22 UTC 2026","Fri Aug 14 05:31:22 UTC 2026","56","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Fri Aug 14 05:31:21 UTC 2026","Fri Aug 14 05:31:21 UTC 2026","153","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Fri Aug 14 05:31:18 UTC 2026","Fri Aug 14 05:31:21 UTC 2026","2804","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Fri Aug 14 05:31:21 UTC 2026","Fri Aug 14 05:31:21 UTC 2026","181","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Fri Aug 14 05:31:22 UTC 2026","Fri Aug 14 05:31:22 UTC 2026","96","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Aug 14 05:31:22 UTC 2026","Fri Aug 14 05:31:22 UTC 2026","220","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Fri Aug 14 05:31:22 UTC 2026","Fri Aug 14 05:31:49 UTC 2026","26856","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
