"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 26 04:37:56 UTC 2026","Wed Aug 26 04:37:57 UTC 2026","746","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Wed Aug 26 04:37:55 UTC 2026","Wed Aug 26 04:37:56 UTC 2026","796","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Wed Aug 26 04:37:57 UTC 2026","Wed Aug 26 04:37:57 UTC 2026","750","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Wed Aug 26 04:37:57 UTC 2026","Wed Aug 26 04:37:58 UTC 2026","358","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"broken","Wed Aug 26 04:37:59 UTC 2026","Wed Aug 26 04:38:31 UTC 2026","31566","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Wed Aug 26 04:37:59 UTC 2026","Wed Aug 26 04:37:59 UTC 2026","617","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Aug 26 04:37:58 UTC 2026","Wed Aug 26 04:37:59 UTC 2026","444","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Aug 26 04:37:51 UTC 2026","Wed Aug 26 04:37:55 UTC 2026","3794","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Wed Aug 26 04:37:58 UTC 2026","Wed Aug 26 04:37:58 UTC 2026","662","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Wed Aug 26 04:38:31 UTC 2026","Wed Aug 26 04:38:49 UTC 2026","17668","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
