"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 03 06:58:43 UTC 2026","Mon Aug 03 06:58:43 UTC 2026","275","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Mon Aug 03 06:58:38 UTC 2026","Mon Aug 03 06:58:41 UTC 2026","3091","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Mon Aug 03 06:58:44 UTC 2026","Mon Aug 03 06:58:45 UTC 2026","559","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Aug 03 06:58:43 UTC 2026","Mon Aug 03 06:58:43 UTC 2026","594","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"broken","Mon Aug 03 06:59:11 UTC 2026","Mon Aug 03 06:59:59 UTC 2026","47966","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Mon Aug 03 06:58:41 UTC 2026","Mon Aug 03 06:58:42 UTC 2026","629","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Mon Aug 03 06:58:43 UTC 2026","Mon Aug 03 06:58:44 UTC 2026","369","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Aug 03 06:58:42 UTC 2026","Mon Aug 03 06:58:43 UTC 2026","609","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Mon Aug 03 06:58:45 UTC 2026","Mon Aug 03 06:59:11 UTC 2026","26528","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Mon Aug 03 06:58:44 UTC 2026","Mon Aug 03 06:58:44 UTC 2026","391","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
