"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 05 06:26:53 UTC 2026","Wed Aug 05 06:26:53 UTC 2026","576","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Wed Aug 05 06:26:55 UTC 2026","Wed Aug 05 06:26:55 UTC 2026","409","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Aug 05 06:26:49 UTC 2026","Wed Aug 05 06:26:52 UTC 2026","3113","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Wed Aug 05 06:26:54 UTC 2026","Wed Aug 05 06:26:54 UTC 2026","276","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Wed Aug 05 06:26:53 UTC 2026","Wed Aug 05 06:26:54 UTC 2026","573","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Wed Aug 05 06:26:55 UTC 2026","Wed Aug 05 06:26:56 UTC 2026","581","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Wed Aug 05 06:27:22 UTC 2026","Wed Aug 05 06:27:41 UTC 2026","18801","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"broken","Wed Aug 05 06:26:56 UTC 2026","Wed Aug 05 06:27:22 UTC 2026","25756","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Wed Aug 05 06:26:54 UTC 2026","Wed Aug 05 06:26:55 UTC 2026","572","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Aug 05 06:26:52 UTC 2026","Wed Aug 05 06:26:53 UTC 2026","603","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
