"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 25 07:41:48 UTC 2026","Thu Jun 25 07:41:48 UTC 2026","702","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Jun 25 07:41:49 UTC 2026","Thu Jun 25 07:41:49 UTC 2026","506","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Jun 25 07:41:49 UTC 2026","Thu Jun 25 07:42:14 UTC 2026","24929","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"failed","Thu Jun 25 07:42:14 UTC 2026","Thu Jun 25 07:42:33 UTC 2026","18710","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Thu Jun 25 07:41:46 UTC 2026","Thu Jun 25 07:41:46 UTC 2026","590","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Thu Jun 25 07:41:47 UTC 2026","Thu Jun 25 07:41:47 UTC 2026","553","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Thu Jun 25 07:41:46 UTC 2026","Thu Jun 25 07:41:47 UTC 2026","563","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Thu Jun 25 07:41:47 UTC 2026","Thu Jun 25 07:41:48 UTC 2026","275","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Thu Jun 25 07:41:48 UTC 2026","Thu Jun 25 07:41:49 UTC 2026","338","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Jun 25 07:41:42 UTC 2026","Thu Jun 25 07:41:46 UTC 2026","3458","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
