"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 02 07:30:09 UTC 2026","Thu Jul 02 07:30:10 UTC 2026","262","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Thu Jul 02 07:30:06 UTC 2026","Thu Jul 02 07:30:09 UTC 2026","3010","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Thu Jul 02 07:30:10 UTC 2026","Thu Jul 02 07:30:11 UTC 2026","129","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Jul 02 07:30:09 UTC 2026","Thu Jul 02 07:30:09 UTC 2026","330","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Thu Jul 02 07:30:11 UTC 2026","Thu Jul 02 07:30:37 UTC 2026","26218","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Thu Jul 02 07:30:09 UTC 2026","Thu Jul 02 07:30:09 UTC 2026","310","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Thu Jul 02 07:30:10 UTC 2026","Thu Jul 02 07:30:10 UTC 2026","124","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Thu Jul 02 07:30:10 UTC 2026","Thu Jul 02 07:30:10 UTC 2026","129","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Thu Jul 02 07:30:37 UTC 2026","Thu Jul 02 07:30:56 UTC 2026","19325","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Thu Jul 02 07:30:10 UTC 2026","Thu Jul 02 07:30:10 UTC 2026","544","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
