"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 18 04:33:44 UTC 2026","Tue Aug 18 04:33:44 UTC 2026","361","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Tue Aug 18 04:33:45 UTC 2026","Tue Aug 18 04:33:46 UTC 2026","767","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Tue Aug 18 04:33:46 UTC 2026","Tue Aug 18 04:34:20 UTC 2026","34156","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Tue Aug 18 04:33:45 UTC 2026","Tue Aug 18 04:33:45 UTC 2026","390","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Aug 18 04:33:38 UTC 2026","Tue Aug 18 04:33:41 UTC 2026","3495","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Tue Aug 18 04:33:41 UTC 2026","Tue Aug 18 04:33:42 UTC 2026","801","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Tue Aug 18 04:33:44 UTC 2026","Tue Aug 18 04:33:45 UTC 2026","666","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Tue Aug 18 04:34:20 UTC 2026","Tue Aug 18 04:34:41 UTC 2026","20481","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Tue Aug 18 04:33:43 UTC 2026","Tue Aug 18 04:33:44 UTC 2026","744","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Tue Aug 18 04:33:42 UTC 2026","Tue Aug 18 04:33:43 UTC 2026","766","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
