"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 14 09:34:10 UTC 2026","Mon Sep 14 09:34:14 UTC 2026","3413","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Mon Sep 14 09:34:14 UTC 2026","Mon Sep 14 09:34:14 UTC 2026","589","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"broken","Mon Sep 14 09:34:17 UTC 2026","Mon Sep 14 09:34:47 UTC 2026","29711","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"failed","Mon Sep 14 09:34:47 UTC 2026","Mon Sep 14 09:35:05 UTC 2026","18002","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Mon Sep 14 09:34:16 UTC 2026","Mon Sep 14 09:34:17 UTC 2026","397","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Sep 14 09:34:14 UTC 2026","Mon Sep 14 09:34:15 UTC 2026","559","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Mon Sep 14 09:34:16 UTC 2026","Mon Sep 14 09:34:16 UTC 2026","529","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Sep 14 09:34:17 UTC 2026","Mon Sep 14 09:34:17 UTC 2026","448","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Sep 14 09:34:15 UTC 2026","Mon Sep 14 09:34:16 UTC 2026","267","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Mon Sep 14 09:34:15 UTC 2026","Mon Sep 14 09:34:15 UTC 2026","549","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
