"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 11 08:34:06 UTC 2026","Fri Sep 11 08:34:06 UTC 2026","49","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"broken","Fri Sep 11 08:34:06 UTC 2026","Fri Sep 11 08:34:34 UTC 2026","27925","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Fri Sep 11 08:34:05 UTC 2026","Fri Sep 11 08:34:05 UTC 2026","162","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Fri Sep 11 08:34:06 UTC 2026","Fri Sep 11 08:34:06 UTC 2026","369","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Sep 11 08:34:06 UTC 2026","Fri Sep 11 08:34:06 UTC 2026","99","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"failed","Fri Sep 11 08:34:34 UTC 2026","Fri Sep 11 08:34:54 UTC 2026","19308","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Fri Sep 11 08:34:06 UTC 2026","Fri Sep 11 08:34:06 UTC 2026","110","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Sep 11 08:34:00 UTC 2026","Fri Sep 11 08:34:05 UTC 2026","5167","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Fri Sep 11 08:34:06 UTC 2026","Fri Sep 11 08:34:06 UTC 2026","103","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Sep 11 08:34:05 UTC 2026","Fri Sep 11 08:34:06 UTC 2026","124","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
