"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 02 08:29:35 UTC 2026","Tue Jun 02 08:29:36 UTC 2026","294","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Tue Jun 02 08:29:32 UTC 2026","Tue Jun 02 08:29:35 UTC 2026","3681","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Tue Jun 02 08:29:37 UTC 2026","Tue Jun 02 08:29:37 UTC 2026","148","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jun 02 08:29:36 UTC 2026","Tue Jun 02 08:29:36 UTC 2026","267","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Tue Jun 02 08:29:37 UTC 2026","Tue Jun 02 08:29:37 UTC 2026","127","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jun 02 08:29:37 UTC 2026","Tue Jun 02 08:30:09 UTC 2026","32208","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Tue Jun 02 08:29:36 UTC 2026","Tue Jun 02 08:29:36 UTC 2026","246","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"failed","Tue Jun 02 08:30:09 UTC 2026","Tue Jun 02 08:30:29 UTC 2026","19869","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Tue Jun 02 08:29:36 UTC 2026","Tue Jun 02 08:29:37 UTC 2026","594","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jun 02 08:29:36 UTC 2026","Tue Jun 02 08:29:36 UTC 2026","116","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
