"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jun 29 08:58:48 UTC 2026","Mon Jun 29 08:59:07 UTC 2026","19004","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Mon Jun 29 08:58:20 UTC 2026","Mon Jun 29 08:58:20 UTC 2026","129","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Mon Jun 29 08:58:21 UTC 2026","Mon Jun 29 08:58:21 UTC 2026","83","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 29 08:58:21 UTC 2026","Mon Jun 29 08:58:48 UTC 2026","26510","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Mon Jun 29 08:58:20 UTC 2026","Mon Jun 29 08:58:20 UTC 2026","153","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Mon Jun 29 08:58:21 UTC 2026","Mon Jun 29 08:58:21 UTC 2026","353","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 29 08:58:21 UTC 2026","Mon Jun 29 08:58:21 UTC 2026","181","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 29 08:58:21 UTC 2026","Mon Jun 29 08:58:21 UTC 2026","35","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Mon Jun 29 08:58:17 UTC 2026","Mon Jun 29 08:58:20 UTC 2026","3178","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Mon Jun 29 08:58:20 UTC 2026","Mon Jun 29 08:58:21 UTC 2026","98","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
