"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 24 04:42:22 UTC 2026","Mon Aug 24 04:42:48 UTC 2026","25229","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Mon Aug 24 04:42:20 UTC 2026","Mon Aug 24 04:42:21 UTC 2026","324","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Mon Aug 24 04:42:22 UTC 2026","Mon Aug 24 04:42:22 UTC 2026","472","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Aug 24 04:42:17 UTC 2026","Mon Aug 24 04:42:20 UTC 2026","3294","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Mon Aug 24 04:42:21 UTC 2026","Mon Aug 24 04:42:21 UTC 2026","128","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Mon Aug 24 04:42:22 UTC 2026","Mon Aug 24 04:42:22 UTC 2026","222","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Aug 24 04:42:21 UTC 2026","Mon Aug 24 04:42:21 UTC 2026","273","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Mon Aug 24 04:42:21 UTC 2026","Mon Aug 24 04:42:21 UTC 2026","293","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"failed","Mon Aug 24 04:42:48 UTC 2026","Mon Aug 24 04:43:07 UTC 2026","19313","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Mon Aug 24 04:42:21 UTC 2026","Mon Aug 24 04:42:22 UTC 2026","276","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
