"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 01 08:11:15 UTC 2026","Wed Jul 01 08:11:43 UTC 2026","28011","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Wed Jul 01 08:11:13 UTC 2026","Wed Jul 01 08:11:14 UTC 2026","739","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jul 01 08:11:11 UTC 2026","Wed Jul 01 08:11:12 UTC 2026","785","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"failed","Wed Jul 01 08:11:43 UTC 2026","Wed Jul 01 08:12:03 UTC 2026","19814","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Wed Jul 01 08:11:13 UTC 2026","Wed Jul 01 08:11:13 UTC 2026","374","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Wed Jul 01 08:11:10 UTC 2026","Wed Jul 01 08:11:11 UTC 2026","760","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Wed Jul 01 08:11:06 UTC 2026","Wed Jul 01 08:11:10 UTC 2026","3941","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Wed Jul 01 08:11:14 UTC 2026","Wed Jul 01 08:11:15 UTC 2026","600","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jul 01 08:11:14 UTC 2026","Wed Jul 01 08:11:14 UTC 2026","445","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jul 01 08:11:12 UTC 2026","Wed Jul 01 08:11:13 UTC 2026","760","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
