"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 28 06:26:27 UTC 2026","Tue Jul 28 06:26:31 UTC 2026","3755","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"broken","Tue Jul 28 06:27:00 UTC 2026","Tue Jul 28 06:27:50 UTC 2026","49429","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Tue Jul 28 06:26:31 UTC 2026","Tue Jul 28 06:26:31 UTC 2026","339","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Tue Jul 28 06:26:32 UTC 2026","Tue Jul 28 06:26:33 UTC 2026","190","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jul 28 06:26:31 UTC 2026","Tue Jul 28 06:26:31 UTC 2026","309","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Tue Jul 28 06:26:31 UTC 2026","Tue Jul 28 06:26:32 UTC 2026","274","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Tue Jul 28 06:26:33 UTC 2026","Tue Jul 28 06:27:00 UTC 2026","27737","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Tue Jul 28 06:26:32 UTC 2026","Tue Jul 28 06:26:32 UTC 2026","302","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jul 28 06:26:32 UTC 2026","Tue Jul 28 06:26:32 UTC 2026","130","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jul 28 06:26:32 UTC 2026","Tue Jul 28 06:26:32 UTC 2026","123","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
