"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 21 04:35:48 UTC 2026","Fri Aug 21 04:35:48 UTC 2026","372","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Fri Aug 21 04:36:13 UTC 2026","Fri Aug 21 04:36:33 UTC 2026","19417","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Fri Aug 21 04:35:47 UTC 2026","Fri Aug 21 04:35:47 UTC 2026","252","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"broken","Fri Aug 21 04:35:48 UTC 2026","Fri Aug 21 04:36:13 UTC 2026","24928","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Fri Aug 21 04:35:47 UTC 2026","Fri Aug 21 04:35:47 UTC 2026","313","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Fri Aug 21 04:35:48 UTC 2026","Fri Aug 21 04:35:48 UTC 2026","278","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Aug 21 04:35:48 UTC 2026","Fri Aug 21 04:35:48 UTC 2026","190","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Aug 21 04:35:43 UTC 2026","Fri Aug 21 04:35:46 UTC 2026","3458","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Fri Aug 21 04:35:46 UTC 2026","Fri Aug 21 04:35:47 UTC 2026","314","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Fri Aug 21 04:35:47 UTC 2026","Fri Aug 21 04:35:48 UTC 2026","152","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
