"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 31 06:43:10 UTC 2026","Fri Jul 31 06:43:10 UTC 2026","115","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Fri Jul 31 06:43:10 UTC 2026","Fri Jul 31 06:43:10 UTC 2026","156","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Fri Jul 31 06:43:06 UTC 2026","Fri Jul 31 06:43:10 UTC 2026","3703","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"broken","Fri Jul 31 06:43:36 UTC 2026","Fri Jul 31 06:44:25 UTC 2026","48560","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Fri Jul 31 06:43:10 UTC 2026","Fri Jul 31 06:43:11 UTC 2026","45","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Fri Jul 31 06:43:11 UTC 2026","Fri Jul 31 06:43:11 UTC 2026","257","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jul 31 06:43:11 UTC 2026","Fri Jul 31 06:43:36 UTC 2026","24707","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Fri Jul 31 06:43:11 UTC 2026","Fri Jul 31 06:43:11 UTC 2026","413","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jul 31 06:43:10 UTC 2026","Fri Jul 31 06:43:10 UTC 2026","122","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Fri Jul 31 06:43:11 UTC 2026","Fri Jul 31 06:43:11 UTC 2026","62","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
