"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 23 06:30:27 UTC 2026","Thu Jul 23 06:30:27 UTC 2026","161","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Thu Jul 23 06:30:27 UTC 2026","Thu Jul 23 06:30:28 UTC 2026","371","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Jul 23 06:30:27 UTC 2026","Thu Jul 23 06:30:27 UTC 2026","131","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Thu Jul 23 06:30:27 UTC 2026","Thu Jul 23 06:30:27 UTC 2026","205","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Thu Jul 23 06:30:28 UTC 2026","Thu Jul 23 06:30:28 UTC 2026","303","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Jul 23 06:30:27 UTC 2026","Thu Jul 23 06:30:27 UTC 2026","61","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"broken","Thu Jul 23 06:30:55 UTC 2026","Thu Jul 23 06:31:44 UTC 2026","48329","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Thu Jul 23 06:30:23 UTC 2026","Thu Jul 23 06:30:26 UTC 2026","3604","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Thu Jul 23 06:30:28 UTC 2026","Thu Jul 23 06:30:28 UTC 2026","117","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Jul 23 06:30:28 UTC 2026","Thu Jul 23 06:30:55 UTC 2026","27406","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
