"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 01 01:49:26 UTC 2026","Mon Jun 01 01:49:43 UTC 2026","16940","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Mon Jun 01 01:48:55 UTC 2026","Mon Jun 01 01:48:59 UTC 2026","4124","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Mon Jun 01 01:48:59 UTC 2026","Mon Jun 01 01:48:59 UTC 2026","149","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Mon Jun 01 01:48:59 UTC 2026","Mon Jun 01 01:48:59 UTC 2026","96","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Mon Jun 01 01:48:59 UTC 2026","Mon Jun 01 01:49:00 UTC 2026","82","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Mon Jun 01 01:49:00 UTC 2026","Mon Jun 01 01:49:26 UTC 2026","26557","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Mon Jun 01 01:48:59 UTC 2026","Mon Jun 01 01:48:59 UTC 2026","194","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 01 01:48:59 UTC 2026","Mon Jun 01 01:48:59 UTC 2026","118","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Mon Jun 01 01:49:00 UTC 2026","Mon Jun 01 01:49:00 UTC 2026","137","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 01 01:48:59 UTC 2026","Mon Jun 01 01:48:59 UTC 2026","40","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
