"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 11 05:06:07 UTC 2026","Tue Aug 11 05:06:07 UTC 2026","384","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Tue Aug 11 05:06:06 UTC 2026","Tue Aug 11 05:06:07 UTC 2026","777","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Tue Aug 11 05:06:05 UTC 2026","Tue Aug 11 05:06:06 UTC 2026","781","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Tue Aug 11 05:06:07 UTC 2026","Tue Aug 11 05:06:08 UTC 2026","685","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Aug 11 05:06:08 UTC 2026","Tue Aug 11 05:06:08 UTC 2026","480","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Aug 11 05:06:08 UTC 2026","Tue Aug 11 05:06:09 UTC 2026","770","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Tue Aug 11 05:06:35 UTC 2026","Tue Aug 11 05:06:54 UTC 2026","18918","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Tue Aug 11 05:06:04 UTC 2026","Tue Aug 11 05:06:05 UTC 2026","826","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"broken","Tue Aug 11 05:06:09 UTC 2026","Tue Aug 11 05:06:35 UTC 2026","25820","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Tue Aug 11 05:06:00 UTC 2026","Tue Aug 11 05:06:04 UTC 2026","3922","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
