"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 09 07:42:07 UTC 2026","Thu Jul 09 07:42:35 UTC 2026","27224","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Thu Jul 09 07:42:05 UTC 2026","Thu Jul 09 07:42:06 UTC 2026","586","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Thu Jul 09 07:42:07 UTC 2026","Thu Jul 09 07:42:07 UTC 2026","367","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Jul 09 07:42:07 UTC 2026","Thu Jul 09 07:42:07 UTC 2026","326","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Thu Jul 09 07:42:35 UTC 2026","Thu Jul 09 07:42:54 UTC 2026","19816","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Thu Jul 09 07:42:06 UTC 2026","Thu Jul 09 07:42:07 UTC 2026","527","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Jul 09 07:41:58 UTC 2026","Thu Jul 09 07:42:04 UTC 2026","5252","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Thu Jul 09 07:42:05 UTC 2026","Thu Jul 09 07:42:05 UTC 2026","659","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Thu Jul 09 07:42:06 UTC 2026","Thu Jul 09 07:42:06 UTC 2026","323","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Thu Jul 09 07:42:04 UTC 2026","Thu Jul 09 07:42:05 UTC 2026","704","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
