"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 03 08:33:12 UTC 2026","Thu Sep 03 08:33:13 UTC 2026","292","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Thu Sep 03 08:33:12 UTC 2026","Thu Sep 03 08:33:12 UTC 2026","347","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"broken","Thu Sep 03 08:33:14 UTC 2026","Thu Sep 03 08:33:41 UTC 2026","26876","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Thu Sep 03 08:33:13 UTC 2026","Thu Sep 03 08:33:13 UTC 2026","274","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Thu Sep 03 08:33:13 UTC 2026","Thu Sep 03 08:33:14 UTC 2026","257","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Sep 03 08:33:13 UTC 2026","Thu Sep 03 08:33:13 UTC 2026","155","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Thu Sep 03 08:33:41 UTC 2026","Thu Sep 03 08:34:01 UTC 2026","19675","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Thu Sep 03 08:33:14 UTC 2026","Thu Sep 03 08:33:14 UTC 2026","531","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Sep 03 08:33:13 UTC 2026","Thu Sep 03 08:33:13 UTC 2026","119","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Thu Sep 03 08:33:07 UTC 2026","Thu Sep 03 08:33:12 UTC 2026","4821","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
