"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 13 07:45:59 UTC 2026","Sat Jun 13 07:45:59 UTC 2026","566","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Sat Jun 13 07:45:58 UTC 2026","Sat Jun 13 07:45:59 UTC 2026","581","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"failed","Sat Jun 13 07:46:27 UTC 2026","Sat Jun 13 07:46:47 UTC 2026","19537","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Sat Jun 13 07:45:54 UTC 2026","Sat Jun 13 07:45:58 UTC 2026","4412","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Sat Jun 13 07:46:01 UTC 2026","Sat Jun 13 07:46:01 UTC 2026","336","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sat Jun 13 07:46:00 UTC 2026","Sat Jun 13 07:46:00 UTC 2026","267","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Sat Jun 13 07:46:02 UTC 2026","Sat Jun 13 07:46:27 UTC 2026","25859","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Sat Jun 13 07:45:59 UTC 2026","Sat Jun 13 07:46:00 UTC 2026","512","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Sat Jun 13 07:46:00 UTC 2026","Sat Jun 13 07:46:01 UTC 2026","810","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sat Jun 13 07:46:01 UTC 2026","Sat Jun 13 07:46:02 UTC 2026","451","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
