"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 01 02:25:54 UTC 2026","Mon Jun 01 02:25:54 UTC 2026","59","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Mon Jun 01 02:25:54 UTC 2026","Mon Jun 01 02:25:54 UTC 2026","238","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 01 02:25:54 UTC 2026","Mon Jun 01 02:25:54 UTC 2026","78","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Mon Jun 01 02:25:54 UTC 2026","Mon Jun 01 02:26:29 UTC 2026","34343","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Mon Jun 01 02:25:54 UTC 2026","Mon Jun 01 02:25:54 UTC 2026","163","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Mon Jun 01 02:26:29 UTC 2026","Mon Jun 01 02:26:58 UTC 2026","29441","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Mon Jun 01 02:25:53 UTC 2026","Mon Jun 01 02:25:54 UTC 2026","187","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Mon Jun 01 02:25:54 UTC 2026","Mon Jun 01 02:25:54 UTC 2026","157","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Mon Jun 01 02:25:49 UTC 2026","Mon Jun 01 02:25:53 UTC 2026","3858","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Mon Jun 01 02:25:54 UTC 2026","Mon Jun 01 02:25:54 UTC 2026","131","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
