"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 04 06:27:09 UTC 2026","Tue Aug 04 06:27:09 UTC 2026","570","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Tue Aug 04 06:27:09 UTC 2026","Tue Aug 04 06:27:10 UTC 2026","313","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Tue Aug 04 06:27:10 UTC 2026","Tue Aug 04 06:27:11 UTC 2026","422","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Aug 04 06:27:10 UTC 2026","Tue Aug 04 06:27:10 UTC 2026","483","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Aug 04 06:27:08 UTC 2026","Tue Aug 04 06:27:09 UTC 2026","635","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Tue Aug 04 06:27:07 UTC 2026","Tue Aug 04 06:27:08 UTC 2026","708","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Tue Aug 04 06:27:11 UTC 2026","Tue Aug 04 06:27:39 UTC 2026","28164","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Tue Aug 04 06:27:11 UTC 2026","Tue Aug 04 06:27:11 UTC 2026","619","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Aug 04 06:27:04 UTC 2026","Tue Aug 04 06:27:07 UTC 2026","3017","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"broken","Tue Aug 04 06:27:39 UTC 2026","Tue Aug 04 06:28:28 UTC 2026","48797","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
