"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 08 06:27:34 UTC 2026","Wed Jul 08 06:27:34 UTC 2026","57","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jul 08 06:27:34 UTC 2026","Wed Jul 08 06:27:34 UTC 2026","227","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jul 08 06:27:34 UTC 2026","Wed Jul 08 06:27:34 UTC 2026","162","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Wed Jul 08 06:27:34 UTC 2026","Wed Jul 08 06:27:34 UTC 2026","47","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Wed Jul 08 06:27:34 UTC 2026","Wed Jul 08 06:27:35 UTC 2026","78","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jul 08 06:27:34 UTC 2026","Wed Jul 08 06:27:34 UTC 2026","131","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Wed Jul 08 06:27:35 UTC 2026","Wed Jul 08 06:28:01 UTC 2026","26276","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"failed","Wed Jul 08 06:28:01 UTC 2026","Wed Jul 08 06:28:22 UTC 2026","20748","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Wed Jul 08 06:27:30 UTC 2026","Wed Jul 08 06:27:34 UTC 2026","3453","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Wed Jul 08 06:27:34 UTC 2026","Wed Jul 08 06:27:34 UTC 2026","110","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
