"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 17 09:11:57 UTC 2026","Thu Sep 17 09:11:58 UTC 2026","626","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Thu Sep 17 09:11:58 UTC 2026","Thu Sep 17 09:11:59 UTC 2026","297","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Thu Sep 17 09:11:56 UTC 2026","Thu Sep 17 09:11:57 UTC 2026","662","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Thu Sep 17 09:12:00 UTC 2026","Thu Sep 17 09:12:00 UTC 2026","469","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Sep 17 09:11:53 UTC 2026","Thu Sep 17 09:11:56 UTC 2026","3359","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"broken","Thu Sep 17 09:12:00 UTC 2026","Thu Sep 17 09:12:26 UTC 2026","25551","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Thu Sep 17 09:11:59 UTC 2026","Thu Sep 17 09:11:59 UTC 2026","592","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Thu Sep 17 09:12:26 UTC 2026","Thu Sep 17 09:12:49 UTC 2026","23325","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Thu Sep 17 09:11:59 UTC 2026","Thu Sep 17 09:12:00 UTC 2026","375","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Sep 17 09:11:58 UTC 2026","Thu Sep 17 09:11:58 UTC 2026","614","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
