"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 06 08:22:11 UTC 2026","Sun Sep 06 08:22:12 UTC 2026","408","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Sun Sep 06 08:22:12 UTC 2026","Sun Sep 06 08:22:12 UTC 2026","393","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Sun Sep 06 08:22:12 UTC 2026","Sun Sep 06 08:22:13 UTC 2026","171","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Sun Sep 06 08:22:13 UTC 2026","Sun Sep 06 08:22:13 UTC 2026","287","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Sun Sep 06 08:22:37 UTC 2026","Sun Sep 06 08:22:54 UTC 2026","17480","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Sun Sep 06 08:22:13 UTC 2026","Sun Sep 06 08:22:13 UTC 2026","369","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Sun Sep 06 08:22:14 UTC 2026","Sun Sep 06 08:22:37 UTC 2026","23099","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Sun Sep 06 08:22:13 UTC 2026","Sun Sep 06 08:22:13 UTC 2026","308","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sun Sep 06 08:22:08 UTC 2026","Sun Sep 06 08:22:11 UTC 2026","3361","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Sun Sep 06 08:22:12 UTC 2026","Sun Sep 06 08:22:12 UTC 2026","387","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
