"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 01 02:53:38 UTC 2026","Mon Jun 01 02:53:38 UTC 2026","272","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Mon Jun 01 02:53:39 UTC 2026","Mon Jun 01 02:53:39 UTC 2026","274","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 01 02:53:38 UTC 2026","Mon Jun 01 02:53:38 UTC 2026","300","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"failed","Mon Jun 01 02:54:07 UTC 2026","Mon Jun 01 02:54:27 UTC 2026","19898","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Mon Jun 01 02:53:38 UTC 2026","Mon Jun 01 02:53:39 UTC 2026","249","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Mon Jun 01 02:53:39 UTC 2026","Mon Jun 01 02:54:07 UTC 2026","27212","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Mon Jun 01 02:53:39 UTC 2026","Mon Jun 01 02:53:39 UTC 2026","131","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 01 02:53:39 UTC 2026","Mon Jun 01 02:53:39 UTC 2026","116","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Mon Jun 01 02:53:39 UTC 2026","Mon Jun 01 02:53:39 UTC 2026","197","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 01 02:53:35 UTC 2026","Mon Jun 01 02:53:38 UTC 2026","3008","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
