"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 16 09:25:48 UTC 2026","Tue Jun 16 09:25:48 UTC 2026","56","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jun 16 09:25:48 UTC 2026","Tue Jun 16 09:25:48 UTC 2026","335","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jun 16 09:25:48 UTC 2026","Tue Jun 16 09:26:16 UTC 2026","27486","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Tue Jun 16 09:25:47 UTC 2026","Tue Jun 16 09:25:48 UTC 2026","98","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Tue Jun 16 09:25:48 UTC 2026","Tue Jun 16 09:25:48 UTC 2026","203","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jun 16 09:25:48 UTC 2026","Tue Jun 16 09:25:48 UTC 2026","37","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"failed","Tue Jun 16 09:26:16 UTC 2026","Tue Jun 16 09:26:35 UTC 2026","18933","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Tue Jun 16 09:25:44 UTC 2026","Tue Jun 16 09:25:47 UTC 2026","3110","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Tue Jun 16 09:25:47 UTC 2026","Tue Jun 16 09:25:47 UTC 2026","129","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Tue Jun 16 09:25:47 UTC 2026","Tue Jun 16 09:25:47 UTC 2026","158","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
