"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 10 08:42:03 UTC 2026","Wed Jun 10 08:42:07 UTC 2026","3161","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Wed Jun 10 08:42:08 UTC 2026","Wed Jun 10 08:42:08 UTC 2026","87","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jun 10 08:42:07 UTC 2026","Wed Jun 10 08:42:07 UTC 2026","42","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"failed","Wed Jun 10 08:42:37 UTC 2026","Wed Jun 10 08:42:57 UTC 2026","19301","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Wed Jun 10 08:42:07 UTC 2026","Wed Jun 10 08:42:07 UTC 2026","184","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Wed Jun 10 08:42:08 UTC 2026","Wed Jun 10 08:42:37 UTC 2026","29373","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Wed Jun 10 08:42:07 UTC 2026","Wed Jun 10 08:42:08 UTC 2026","392","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jun 10 08:42:07 UTC 2026","Wed Jun 10 08:42:07 UTC 2026","133","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Wed Jun 10 08:42:07 UTC 2026","Wed Jun 10 08:42:07 UTC 2026","107","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Wed Jun 10 08:42:08 UTC 2026","Wed Jun 10 08:42:08 UTC 2026","177","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
