"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 26 07:50:36 UTC 2026","Fri Jun 26 07:50:37 UTC 2026","569","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jun 26 07:50:36 UTC 2026","Fri Jun 26 07:50:36 UTC 2026","125","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Fri Jun 26 07:50:37 UTC 2026","Fri Jun 26 07:50:37 UTC 2026","45","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Fri Jun 26 07:51:06 UTC 2026","Fri Jun 26 07:51:26 UTC 2026","20274","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Fri Jun 26 07:50:36 UTC 2026","Fri Jun 26 07:50:36 UTC 2026","103","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Fri Jun 26 07:50:36 UTC 2026","Fri Jun 26 07:50:36 UTC 2026","162","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Fri Jun 26 07:50:37 UTC 2026","Fri Jun 26 07:51:06 UTC 2026","28775","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Fri Jun 26 07:50:32 UTC 2026","Fri Jun 26 07:50:36 UTC 2026","3621","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Fri Jun 26 07:50:36 UTC 2026","Fri Jun 26 07:50:36 UTC 2026","42","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Fri Jun 26 07:50:37 UTC 2026","Fri Jun 26 07:50:37 UTC 2026","48","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
