"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 27 15:00:29 UTC 2026","Thu Aug 27 15:00:29 UTC 2026","483","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Aug 27 15:00:26 UTC 2026","Thu Aug 27 15:00:27 UTC 2026","617","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"failed","Thu Aug 27 15:00:57 UTC 2026","Thu Aug 27 15:01:16 UTC 2026","19083","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Thu Aug 27 15:00:28 UTC 2026","Thu Aug 27 15:00:28 UTC 2026","587","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Aug 27 15:00:28 UTC 2026","Thu Aug 27 15:00:29 UTC 2026","305","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Thu Aug 27 15:00:26 UTC 2026","Thu Aug 27 15:00:26 UTC 2026","647","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Thu Aug 27 15:00:27 UTC 2026","Thu Aug 27 15:00:27 UTC 2026","593","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Thu Aug 27 15:00:27 UTC 2026","Thu Aug 27 15:00:28 UTC 2026","284","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Thu Aug 27 15:00:20 UTC 2026","Thu Aug 27 15:00:25 UTC 2026","5204","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"broken","Thu Aug 27 15:00:29 UTC 2026","Thu Aug 27 15:00:57 UTC 2026","27801","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
