"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 28 15:56:06 UTC 2026","Fri Aug 28 15:56:06 UTC 2026","435","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Fri Aug 28 15:56:07 UTC 2026","Fri Aug 28 15:56:07 UTC 2026","320","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Aug 28 15:56:07 UTC 2026","Fri Aug 28 15:56:07 UTC 2026","211","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Fri Aug 28 15:56:08 UTC 2026","Fri Aug 28 15:56:34 UTC 2026","26684","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Fri Aug 28 15:56:06 UTC 2026","Fri Aug 28 15:56:06 UTC 2026","402","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Fri Aug 28 15:56:05 UTC 2026","Fri Aug 28 15:56:06 UTC 2026","470","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Fri Aug 28 15:56:07 UTC 2026","Fri Aug 28 15:56:08 UTC 2026","425","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Fri Aug 28 15:56:34 UTC 2026","Fri Aug 28 15:56:51 UTC 2026","17052","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Fri Aug 28 15:55:57 UTC 2026","Fri Aug 28 15:56:05 UTC 2026","8170","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Fri Aug 28 15:56:06 UTC 2026","Fri Aug 28 15:56:07 UTC 2026","185","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
