"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 08 08:54:49 UTC 2026","Mon Jun 08 08:54:54 UTC 2026","5096","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Mon Jun 08 08:54:56 UTC 2026","Mon Jun 08 08:55:29 UTC 2026","33671","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Mon Jun 08 08:54:55 UTC 2026","Mon Jun 08 08:54:56 UTC 2026","127","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 08 08:54:54 UTC 2026","Mon Jun 08 08:54:54 UTC 2026","291","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Mon Jun 08 08:54:55 UTC 2026","Mon Jun 08 08:54:55 UTC 2026","243","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 08 08:54:54 UTC 2026","Mon Jun 08 08:54:55 UTC 2026","269","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"failed","Mon Jun 08 08:55:29 UTC 2026","Mon Jun 08 08:55:48 UTC 2026","19000","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Mon Jun 08 08:54:55 UTC 2026","Mon Jun 08 08:54:55 UTC 2026","115","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Mon Jun 08 08:54:55 UTC 2026","Mon Jun 08 08:54:55 UTC 2026","117","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 08 08:54:55 UTC 2026","Mon Jun 08 08:54:55 UTC 2026","242","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
