"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 15 06:14:04 UTC 2026","Wed Jul 15 06:14:05 UTC 2026","403","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Wed Jul 15 06:14:05 UTC 2026","Wed Jul 15 06:14:06 UTC 2026","197","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jul 15 06:14:05 UTC 2026","Wed Jul 15 06:14:05 UTC 2026","484","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jul 15 06:13:59 UTC 2026","Wed Jul 15 06:14:03 UTC 2026","3872","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Wed Jul 15 06:14:03 UTC 2026","Wed Jul 15 06:14:04 UTC 2026","470","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Wed Jul 15 06:14:05 UTC 2026","Wed Jul 15 06:14:05 UTC 2026","196","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jul 15 06:14:04 UTC 2026","Wed Jul 15 06:14:04 UTC 2026","419","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Wed Jul 15 06:14:05 UTC 2026","Wed Jul 15 06:14:05 UTC 2026","187","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"broken","Wed Jul 15 06:14:31 UTC 2026","Wed Jul 15 06:15:20 UTC 2026","49055","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Wed Jul 15 06:14:06 UTC 2026","Wed Jul 15 06:14:31 UTC 2026","25649","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
