"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 02 08:23:51 UTC 2026","Wed Sep 02 08:23:51 UTC 2026","355","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Wed Sep 02 08:23:50 UTC 2026","Wed Sep 02 08:23:50 UTC 2026","763","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Wed Sep 02 08:23:45 UTC 2026","Wed Sep 02 08:23:49 UTC 2026","3917","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Wed Sep 02 08:23:53 UTC 2026","Wed Sep 02 08:23:53 UTC 2026","772","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Sep 02 08:23:49 UTC 2026","Wed Sep 02 08:23:50 UTC 2026","767","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Wed Sep 02 08:23:51 UTC 2026","Wed Sep 02 08:23:52 UTC 2026","636","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Sep 02 08:23:52 UTC 2026","Wed Sep 02 08:23:53 UTC 2026","529","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Sep 02 08:23:50 UTC 2026","Wed Sep 02 08:23:51 UTC 2026","746","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"failed","Wed Sep 02 08:24:18 UTC 2026","Wed Sep 02 08:24:38 UTC 2026","20371","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"failed","Wed Sep 02 08:23:53 UTC 2026","Wed Sep 02 08:24:18 UTC 2026","24295","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
