"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 17 09:02:31 UTC 2026","Wed Jun 17 09:02:31 UTC 2026","538","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jun 17 09:02:27 UTC 2026","Wed Jun 17 09:02:30 UTC 2026","2911","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Wed Jun 17 09:02:31 UTC 2026","Wed Jun 17 09:02:31 UTC 2026","85","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Wed Jun 17 09:02:32 UTC 2026","Wed Jun 17 09:02:57 UTC 2026","25608","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Wed Jun 17 09:02:31 UTC 2026","Wed Jun 17 09:02:32 UTC 2026","72","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jun 17 09:02:31 UTC 2026","Wed Jun 17 09:02:31 UTC 2026","116","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Wed Jun 17 09:02:30 UTC 2026","Wed Jun 17 09:02:31 UTC 2026","149","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Wed Jun 17 09:02:31 UTC 2026","Wed Jun 17 09:02:31 UTC 2026","49","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Wed Jun 17 09:02:31 UTC 2026","Wed Jun 17 09:02:31 UTC 2026","60","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Wed Jun 17 09:02:57 UTC 2026","Wed Jun 17 09:03:16 UTC 2026","18888","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
