"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 10 07:34:51 UTC 2026","Fri Jul 10 07:34:51 UTC 2026","125","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Fri Jul 10 07:34:52 UTC 2026","Fri Jul 10 07:34:52 UTC 2026","102","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jul 10 07:34:48 UTC 2026","Fri Jul 10 07:34:51 UTC 2026","3223","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Fri Jul 10 07:34:52 UTC 2026","Fri Jul 10 07:34:52 UTC 2026","341","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jul 10 07:34:52 UTC 2026","Fri Jul 10 07:34:52 UTC 2026","91","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jul 10 07:34:51 UTC 2026","Fri Jul 10 07:34:51 UTC 2026","178","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"broken","Fri Jul 10 07:35:18 UTC 2026","Fri Jul 10 07:36:06 UTC 2026","48602","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Fri Jul 10 07:34:51 UTC 2026","Fri Jul 10 07:34:51 UTC 2026","164","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Fri Jul 10 07:34:51 UTC 2026","Fri Jul 10 07:34:52 UTC 2026","58","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Fri Jul 10 07:34:52 UTC 2026","Fri Jul 10 07:35:18 UTC 2026","25558","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
