"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 07 05:40:06 UTC 2026","Fri Aug 07 05:40:06 UTC 2026","264","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Fri Aug 07 05:40:36 UTC 2026","Fri Aug 07 05:40:55 UTC 2026","18982","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"broken","Fri Aug 07 05:40:06 UTC 2026","Fri Aug 07 05:40:36 UTC 2026","29992","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Fri Aug 07 05:40:05 UTC 2026","Fri Aug 07 05:40:05 UTC 2026","253","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Fri Aug 07 05:39:59 UTC 2026","Fri Aug 07 05:40:03 UTC 2026","3639","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Fri Aug 07 05:40:03 UTC 2026","Fri Aug 07 05:40:04 UTC 2026","567","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Fri Aug 07 05:40:05 UTC 2026","Fri Aug 07 05:40:06 UTC 2026","434","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Aug 07 05:40:04 UTC 2026","Fri Aug 07 05:40:04 UTC 2026","544","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Fri Aug 07 05:40:06 UTC 2026","Fri Aug 07 05:40:06 UTC 2026","255","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Aug 07 05:40:04 UTC 2026","Fri Aug 07 05:40:05 UTC 2026","528","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
