"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jun 28 07:50:43 UTC 2026","Sun Jun 28 07:51:03 UTC 2026","19398","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Sun Jun 28 07:50:12 UTC 2026","Sun Jun 28 07:50:15 UTC 2026","3039","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Sun Jun 28 07:50:16 UTC 2026","Sun Jun 28 07:50:16 UTC 2026","104","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Sun Jun 28 07:50:16 UTC 2026","Sun Jun 28 07:50:17 UTC 2026","173","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sun Jun 28 07:50:16 UTC 2026","Sun Jun 28 07:50:16 UTC 2026","60","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sun Jun 28 07:50:16 UTC 2026","Sun Jun 28 07:50:16 UTC 2026","482","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sun Jun 28 07:50:17 UTC 2026","Sun Jun 28 07:50:43 UTC 2026","26559","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Sun Jun 28 07:50:15 UTC 2026","Sun Jun 28 07:50:15 UTC 2026","151","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Sun Jun 28 07:50:16 UTC 2026","Sun Jun 28 07:50:16 UTC 2026","51","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Sun Jun 28 07:50:15 UTC 2026","Sun Jun 28 07:50:16 UTC 2026","134","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
