"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 08 04:55:14 UTC 2026","Sat Aug 08 04:55:17 UTC 2026","3285","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"broken","Sat Aug 08 04:55:18 UTC 2026","Sat Aug 08 04:55:46 UTC 2026","27329","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Sat Aug 08 04:55:18 UTC 2026","Sat Aug 08 04:55:18 UTC 2026","76","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Sat Aug 08 04:55:46 UTC 2026","Sat Aug 08 04:56:05 UTC 2026","19183","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Sat Aug 08 04:55:17 UTC 2026","Sat Aug 08 04:55:18 UTC 2026","130","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Sat Aug 08 04:55:18 UTC 2026","Sat Aug 08 04:55:18 UTC 2026","285","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sat Aug 08 04:55:18 UTC 2026","Sat Aug 08 04:55:18 UTC 2026","258","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sat Aug 08 04:55:18 UTC 2026","Sat Aug 08 04:55:18 UTC 2026","43","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Sat Aug 08 04:55:17 UTC 2026","Sat Aug 08 04:55:17 UTC 2026","163","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Sat Aug 08 04:55:18 UTC 2026","Sat Aug 08 04:55:18 UTC 2026","101","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
