"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Sep 16 09:05:16 UTC 2026","Wed Sep 16 09:05:35 UTC 2026","18740","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Wed Sep 16 09:04:31 UTC 2026","Wed Sep 16 09:04:34 UTC 2026","3201","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Wed Sep 16 09:04:35 UTC 2026","Wed Sep 16 09:04:35 UTC 2026","145","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Sep 16 09:04:35 UTC 2026","Wed Sep 16 09:04:35 UTC 2026","152","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Wed Sep 16 09:04:35 UTC 2026","Wed Sep 16 09:04:35 UTC 2026","131","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Wed Sep 16 09:04:35 UTC 2026","Wed Sep 16 09:04:35 UTC 2026","59","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Wed Sep 16 09:04:34 UTC 2026","Wed Sep 16 09:04:35 UTC 2026","171","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Wed Sep 16 09:04:35 UTC 2026","Wed Sep 16 09:04:36 UTC 2026","282","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Wed Sep 16 09:04:36 UTC 2026","Wed Sep 16 09:05:16 UTC 2026","40230","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Wed Sep 16 09:04:35 UTC 2026","Wed Sep 16 09:04:35 UTC 2026","228","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
