"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 15 09:12:48 UTC 2026","Tue Sep 15 09:12:49 UTC 2026","781","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"failed","Tue Sep 15 09:13:16 UTC 2026","Tue Sep 15 09:13:36 UTC 2026","19364","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Tue Sep 15 09:12:47 UTC 2026","Tue Sep 15 09:12:48 UTC 2026","837","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Tue Sep 15 09:12:43 UTC 2026","Tue Sep 15 09:12:47 UTC 2026","3455","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Tue Sep 15 09:12:49 UTC 2026","Tue Sep 15 09:12:50 UTC 2026","378","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Tue Sep 15 09:12:50 UTC 2026","Tue Sep 15 09:12:50 UTC 2026","650","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Sep 15 09:12:49 UTC 2026","Tue Sep 15 09:12:49 UTC 2026","785","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"broken","Tue Sep 15 09:12:51 UTC 2026","Tue Sep 15 09:13:16 UTC 2026","24733","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Tue Sep 15 09:12:51 UTC 2026","Tue Sep 15 09:12:51 UTC 2026","551","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Sep 15 09:12:50 UTC 2026","Tue Sep 15 09:12:51 UTC 2026","489","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
