"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 20 06:45:13 UTC 2026","Mon Jul 20 06:45:32 UTC 2026","19500","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Mon Jul 20 06:44:45 UTC 2026","Mon Jul 20 06:44:45 UTC 2026","204","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Mon Jul 20 06:44:41 UTC 2026","Mon Jul 20 06:44:44 UTC 2026","3320","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Mon Jul 20 06:44:45 UTC 2026","Mon Jul 20 06:44:45 UTC 2026","164","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"broken","Mon Jul 20 06:44:46 UTC 2026","Mon Jul 20 06:45:13 UTC 2026","26977","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Mon Jul 20 06:44:46 UTC 2026","Mon Jul 20 06:44:46 UTC 2026","249","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jul 20 06:44:46 UTC 2026","Mon Jul 20 06:44:46 UTC 2026","104","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jul 20 06:44:45 UTC 2026","Mon Jul 20 06:44:46 UTC 2026","272","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jul 20 06:44:45 UTC 2026","Mon Jul 20 06:44:45 UTC 2026","60","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Mon Jul 20 06:44:45 UTC 2026","Mon Jul 20 06:44:45 UTC 2026","141","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
