"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 27 06:52:20 UTC 2026","Sat Jun 27 06:52:20 UTC 2026","313","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sat Jun 27 06:52:20 UTC 2026","Sat Jun 27 06:52:20 UTC 2026","357","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sat Jun 27 06:52:18 UTC 2026","Sat Jun 27 06:52:19 UTC 2026","563","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Sat Jun 27 06:52:19 UTC 2026","Sat Jun 27 06:52:19 UTC 2026","265","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Sat Jun 27 06:52:20 UTC 2026","Sat Jun 27 06:52:41 UTC 2026","20444","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Sat Jun 27 06:52:16 UTC 2026","Sat Jun 27 06:52:17 UTC 2026","1400","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Sat Jun 27 06:52:17 UTC 2026","Sat Jun 27 06:52:18 UTC 2026","597","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"failed","Sat Jun 27 06:52:41 UTC 2026","Sat Jun 27 06:52:57 UTC 2026","16199","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Sat Jun 27 06:52:19 UTC 2026","Sat Jun 27 06:52:20 UTC 2026","683","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sat Jun 27 06:52:18 UTC 2026","Sat Jun 27 06:52:18 UTC 2026","562","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
