"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 31 10:29:57 UTC 2026","Mon Aug 31 10:29:58 UTC 2026","225","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Aug 31 10:29:57 UTC 2026","Mon Aug 31 10:29:57 UTC 2026","107","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"failed","Mon Aug 31 10:30:25 UTC 2026","Mon Aug 31 10:30:45 UTC 2026","19465","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Mon Aug 31 10:29:53 UTC 2026","Mon Aug 31 10:29:57 UTC 2026","3412","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"broken","Mon Aug 31 10:29:58 UTC 2026","Mon Aug 31 10:30:25 UTC 2026","27292","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Mon Aug 31 10:29:57 UTC 2026","Mon Aug 31 10:29:57 UTC 2026","43","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Mon Aug 31 10:29:57 UTC 2026","Mon Aug 31 10:29:57 UTC 2026","168","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Mon Aug 31 10:29:57 UTC 2026","Mon Aug 31 10:29:57 UTC 2026","68","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Aug 31 10:29:57 UTC 2026","Mon Aug 31 10:29:57 UTC 2026","136","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Mon Aug 31 10:29:57 UTC 2026","Mon Aug 31 10:29:57 UTC 2026","215","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
