"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 24 07:39:09 UTC 2026","Wed Jun 24 07:39:09 UTC 2026","580","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Wed Jun 24 07:39:11 UTC 2026","Wed Jun 24 07:39:11 UTC 2026","310","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jun 24 07:39:11 UTC 2026","Wed Jun 24 07:39:49 UTC 2026","37198","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Wed Jun 24 07:39:10 UTC 2026","Wed Jun 24 07:39:11 UTC 2026","657","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jun 24 07:39:10 UTC 2026","Wed Jun 24 07:39:10 UTC 2026","277","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Wed Jun 24 07:39:11 UTC 2026","Wed Jun 24 07:39:11 UTC 2026","311","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jun 24 07:39:06 UTC 2026","Wed Jun 24 07:39:08 UTC 2026","1524","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Wed Jun 24 07:39:08 UTC 2026","Wed Jun 24 07:39:09 UTC 2026","593","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Wed Jun 24 07:39:09 UTC 2026","Wed Jun 24 07:39:10 UTC 2026","592","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"failed","Wed Jun 24 07:39:49 UTC 2026","Wed Jun 24 07:40:05 UTC 2026","16190","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
