"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 01 02:03:25 UTC 2026","Mon Jun 01 02:03:25 UTC 2026","176","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Mon Jun 01 02:03:26 UTC 2026","Mon Jun 01 02:03:26 UTC 2026","62","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Mon Jun 01 02:03:25 UTC 2026","Mon Jun 01 02:03:25 UTC 2026","193","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Mon Jun 01 02:03:26 UTC 2026","Mon Jun 01 02:03:26 UTC 2026","227","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 01 02:03:26 UTC 2026","Mon Jun 01 02:03:26 UTC 2026","77","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Mon Jun 01 02:03:21 UTC 2026","Mon Jun 01 02:03:25 UTC 2026","3668","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Mon Jun 01 02:03:26 UTC 2026","Mon Jun 01 02:03:26 UTC 2026","136","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Mon Jun 01 02:03:26 UTC 2026","Mon Jun 01 02:03:26 UTC 2026","173","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Mon Jun 01 02:03:26 UTC 2026","Mon Jun 01 02:03:48 UTC 2026","21307","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"broken","Mon Jun 01 02:03:48 UTC 2026","Mon Jun 01 02:04:05 UTC 2026","17140","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
