"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 23 07:46:47 UTC 2026","Tue Jun 23 07:46:47 UTC 2026","322","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jun 23 07:46:44 UTC 2026","Tue Jun 23 07:46:45 UTC 2026","632","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"failed","Tue Jun 23 07:47:13 UTC 2026","Tue Jun 23 07:47:32 UTC 2026","19225","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Tue Jun 23 07:46:46 UTC 2026","Tue Jun 23 07:46:46 UTC 2026","277","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Tue Jun 23 07:46:40 UTC 2026","Tue Jun 23 07:46:44 UTC 2026","3547","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Tue Jun 23 07:46:47 UTC 2026","Tue Jun 23 07:46:48 UTC 2026","280","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jun 23 07:46:45 UTC 2026","Tue Jun 23 07:46:46 UTC 2026","553","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Tue Jun 23 07:46:48 UTC 2026","Tue Jun 23 07:47:13 UTC 2026","25368","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Tue Jun 23 07:46:45 UTC 2026","Tue Jun 23 07:46:45 UTC 2026","572","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Tue Jun 23 07:46:46 UTC 2026","Tue Jun 23 07:46:47 UTC 2026","830","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
