"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 21 06:27:25 UTC 2026","Tue Jul 21 06:27:26 UTC 2026","392","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Tue Jul 21 06:27:27 UTC 2026","Tue Jul 21 06:27:53 UTC 2026","26550","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Tue Jul 21 06:27:24 UTC 2026","Tue Jul 21 06:27:24 UTC 2026","789","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Tue Jul 21 06:27:26 UTC 2026","Tue Jul 21 06:27:27 UTC 2026","567","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Tue Jul 21 06:27:53 UTC 2026","Tue Jul 21 06:28:12 UTC 2026","18943","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Tue Jul 21 06:27:19 UTC 2026","Tue Jul 21 06:27:23 UTC 2026","3583","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Tue Jul 21 06:27:23 UTC 2026","Tue Jul 21 06:27:24 UTC 2026","766","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Tue Jul 21 06:27:25 UTC 2026","Tue Jul 21 06:27:25 UTC 2026","374","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Tue Jul 21 06:27:24 UTC 2026","Tue Jul 21 06:27:25 UTC 2026","739","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Tue Jul 21 06:27:26 UTC 2026","Tue Jul 21 06:27:26 UTC 2026","408","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
