"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 30 07:53:29 UTC 2026","Tue Jun 30 07:53:33 UTC 2026","3505","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Tue Jun 30 07:53:35 UTC 2026","Tue Jun 30 07:53:36 UTC 2026","779","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jun 30 07:53:33 UTC 2026","Tue Jun 30 07:53:33 UTC 2026","591","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Tue Jun 30 07:53:36 UTC 2026","Tue Jun 30 07:53:36 UTC 2026","346","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jun 30 07:53:34 UTC 2026","Tue Jun 30 07:53:35 UTC 2026","267","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Tue Jun 30 07:53:36 UTC 2026","Tue Jun 30 07:54:02 UTC 2026","25748","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Tue Jun 30 07:53:34 UTC 2026","Tue Jun 30 07:53:34 UTC 2026","560","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"failed","Tue Jun 30 07:54:02 UTC 2026","Tue Jun 30 07:54:21 UTC 2026","19346","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Tue Jun 30 07:53:36 UTC 2026","Tue Jun 30 07:53:36 UTC 2026","322","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Jun 30 07:53:33 UTC 2026","Tue Jun 30 07:53:34 UTC 2026","589","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
