"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 10 08:39:19 UTC 2026","Thu Sep 10 08:39:19 UTC 2026","39","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Thu Sep 10 08:39:19 UTC 2026","Thu Sep 10 08:39:19 UTC 2026","41","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Thu Sep 10 08:39:19 UTC 2026","Thu Sep 10 08:40:32 UTC 2026","73270","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Thu Sep 10 08:39:19 UTC 2026","Thu Sep 10 08:39:19 UTC 2026","57","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Thu Sep 10 08:40:32 UTC 2026","Thu Sep 10 08:41:47 UTC 2026","74392","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Thu Sep 10 08:39:15 UTC 2026","Thu Sep 10 08:39:18 UTC 2026","3025","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Thu Sep 10 08:39:18 UTC 2026","Thu Sep 10 08:39:19 UTC 2026","169","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Thu Sep 10 08:39:19 UTC 2026","Thu Sep 10 08:39:19 UTC 2026","100","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Thu Sep 10 08:39:19 UTC 2026","Thu Sep 10 08:39:19 UTC 2026","127","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Thu Sep 10 08:39:19 UTC 2026","Thu Sep 10 08:39:19 UTC 2026","74","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
