"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 22 06:27:40 UTC 2026","Wed Jul 22 06:27:40 UTC 2026","52","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Wed Jul 22 06:27:40 UTC 2026","Wed Jul 22 06:27:40 UTC 2026","151","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Wed Jul 22 06:27:40 UTC 2026","Wed Jul 22 06:27:40 UTC 2026","47","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"failed","Wed Jul 22 06:28:09 UTC 2026","Wed Jul 22 06:28:29 UTC 2026","19715","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Wed Jul 22 06:27:40 UTC 2026","Wed Jul 22 06:27:40 UTC 2026","315","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Wed Jul 22 06:27:40 UTC 2026","Wed Jul 22 06:28:09 UTC 2026","29004","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Wed Jul 22 06:27:36 UTC 2026","Wed Jul 22 06:27:39 UTC 2026","3228","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Wed Jul 22 06:27:40 UTC 2026","Wed Jul 22 06:27:40 UTC 2026","124","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Wed Jul 22 06:27:40 UTC 2026","Wed Jul 22 06:27:40 UTC 2026","89","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Wed Jul 22 06:27:40 UTC 2026","Wed Jul 22 06:27:40 UTC 2026","51","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
