"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 18 08:45:31 UTC 2026","Fri Sep 18 08:45:31 UTC 2026","105","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Fri Sep 18 08:45:31 UTC 2026","Fri Sep 18 08:45:31 UTC 2026","43","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Fri Sep 18 08:45:27 UTC 2026","Fri Sep 18 08:45:30 UTC 2026","2826","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Fri Sep 18 08:45:30 UTC 2026","Fri Sep 18 08:45:31 UTC 2026","162","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Fri Sep 18 08:45:31 UTC 2026","Fri Sep 18 08:45:31 UTC 2026","197","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Sep 18 08:45:31 UTC 2026","Fri Sep 18 08:45:31 UTC 2026","211","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Fri Sep 18 08:45:31 UTC 2026","Fri Sep 18 08:45:56 UTC 2026","24949","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Fri Sep 18 08:45:31 UTC 2026","Fri Sep 18 08:45:31 UTC 2026","132","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Fri Sep 18 08:45:31 UTC 2026","Fri Sep 18 08:45:31 UTC 2026","100","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Fri Sep 18 08:45:56 UTC 2026","Fri Sep 18 08:46:15 UTC 2026","18748","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
