"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 20 07:50:11 UTC 2026","Sat Jun 20 07:50:39 UTC 2026","27710","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Sat Jun 20 07:50:07 UTC 2026","Sat Jun 20 07:50:08 UTC 2026","777","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Sat Jun 20 07:50:04 UTC 2026","Sat Jun 20 07:50:07 UTC 2026","3034","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Sat Jun 20 07:50:11 UTC 2026","Sat Jun 20 07:50:11 UTC 2026","365","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sat Jun 20 07:50:08 UTC 2026","Sat Jun 20 07:50:09 UTC 2026","727","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"broken","Sat Jun 20 07:50:39 UTC 2026","Sat Jun 20 07:51:10 UTC 2026","30961","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Sat Jun 20 07:50:08 UTC 2026","Sat Jun 20 07:50:08 UTC 2026","765","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Sat Jun 20 07:50:09 UTC 2026","Sat Jun 20 07:50:09 UTC 2026","366","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Sat Jun 20 07:50:09 UTC 2026","Sat Jun 20 07:50:10 UTC 2026","609","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sat Jun 20 07:50:10 UTC 2026","Sat Jun 20 07:50:11 UTC 2026","425","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
