"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jul 17 06:15:21 UTC 2026","Fri Jul 17 06:15:40 UTC 2026","18934","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Fri Jul 17 06:14:46 UTC 2026","Fri Jul 17 06:14:46 UTC 2026","132","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Fri Jul 17 06:14:46 UTC 2026","Fri Jul 17 06:14:46 UTC 2026","321","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"broken","Fri Jul 17 06:14:46 UTC 2026","Fri Jul 17 06:15:21 UTC 2026","34462","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Fri Jul 17 06:14:42 UTC 2026","Fri Jul 17 06:14:45 UTC 2026","2858","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Fri Jul 17 06:14:45 UTC 2026","Fri Jul 17 06:14:46 UTC 2026","250","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Fri Jul 17 06:14:46 UTC 2026","Fri Jul 17 06:14:46 UTC 2026","138","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jul 17 06:14:45 UTC 2026","Fri Jul 17 06:14:45 UTC 2026","291","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Fri Jul 17 06:14:45 UTC 2026","Fri Jul 17 06:14:45 UTC 2026","258","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Fri Jul 17 06:14:46 UTC 2026","Fri Jul 17 06:14:46 UTC 2026","123","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
