"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 05 07:24:29 UTC 2026","Sun Jul 05 07:24:57 UTC 2026","27608","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Sun Jul 05 07:24:28 UTC 2026","Sun Jul 05 07:24:28 UTC 2026","158","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Sun Jul 05 07:24:28 UTC 2026","Sun Jul 05 07:24:29 UTC 2026","98","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Sun Jul 05 07:24:29 UTC 2026","Sun Jul 05 07:24:29 UTC 2026","353","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sun Jul 05 07:24:25 UTC 2026","Sun Jul 05 07:24:28 UTC 2026","3489","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Sun Jul 05 07:24:28 UTC 2026","Sun Jul 05 07:24:28 UTC 2026","123","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Sun Jul 05 07:24:29 UTC 2026","Sun Jul 05 07:24:29 UTC 2026","36","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sun Jul 05 07:24:29 UTC 2026","Sun Jul 05 07:24:29 UTC 2026","39","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sun Jul 05 07:24:29 UTC 2026","Sun Jul 05 07:24:29 UTC 2026","47","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"failed","Sun Jul 05 07:24:57 UTC 2026","Sun Jul 05 07:25:17 UTC 2026","19840","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
