"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 14 08:15:22 UTC 2026","Sun Jun 14 08:15:23 UTC 2026","531","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sun Jun 14 08:15:24 UTC 2026","Sun Jun 14 08:15:48 UTC 2026","24168","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Sun Jun 14 08:15:20 UTC 2026","Sun Jun 14 08:15:20 UTC 2026","648","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"failed","Sun Jun 14 08:15:48 UTC 2026","Sun Jun 14 08:16:07 UTC 2026","19383","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Sun Jun 14 08:15:20 UTC 2026","Sun Jun 14 08:15:21 UTC 2026","611","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Sun Jun 14 08:15:22 UTC 2026","Sun Jun 14 08:15:22 UTC 2026","337","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Sun Jun 14 08:15:21 UTC 2026","Sun Jun 14 08:15:22 UTC 2026","594","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Sun Jun 14 08:15:17 UTC 2026","Sun Jun 14 08:15:20 UTC 2026","2807","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Sun Jun 14 08:15:23 UTC 2026","Sun Jun 14 08:15:24 UTC 2026","582","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Sun Jun 14 08:15:23 UTC 2026","Sun Jun 14 08:15:23 UTC 2026","437","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
