"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 04 08:28:52 UTC 2026","Fri Sep 04 08:28:53 UTC 2026","663","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Sep 04 08:28:51 UTC 2026","Fri Sep 04 08:28:52 UTC 2026","729","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Fri Sep 04 08:28:53 UTC 2026","Fri Sep 04 08:28:53 UTC 2026","544","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Fri Sep 04 08:29:23 UTC 2026","Fri Sep 04 08:29:43 UTC 2026","20307","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Fri Sep 04 08:28:52 UTC 2026","Fri Sep 04 08:28:52 UTC 2026","375","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Fri Sep 04 08:28:50 UTC 2026","Fri Sep 04 08:28:51 UTC 2026","778","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Fri Sep 04 08:28:53 UTC 2026","Fri Sep 04 08:28:54 UTC 2026","724","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Sep 04 08:28:45 UTC 2026","Fri Sep 04 08:28:49 UTC 2026","4243","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Fri Sep 04 08:28:49 UTC 2026","Fri Sep 04 08:28:50 UTC 2026","791","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"broken","Fri Sep 04 08:28:54 UTC 2026","Fri Sep 04 08:29:23 UTC 2026","28754","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
