"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 24 06:25:21 UTC 2026","Fri Jul 24 06:25:22 UTC 2026","826","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jul 24 06:25:23 UTC 2026","Fri Jul 24 06:25:51 UTC 2026","28015","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Fri Jul 24 06:25:15 UTC 2026","Fri Jul 24 06:25:19 UTC 2026","3503","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"broken","Fri Jul 24 06:25:51 UTC 2026","Fri Jul 24 06:26:40 UTC 2026","48142","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Fri Jul 24 06:25:22 UTC 2026","Fri Jul 24 06:25:23 UTC 2026","466","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jul 24 06:25:19 UTC 2026","Fri Jul 24 06:25:19 UTC 2026","814","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Fri Jul 24 06:25:23 UTC 2026","Fri Jul 24 06:25:23 UTC 2026","675","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jul 24 06:25:20 UTC 2026","Fri Jul 24 06:25:21 UTC 2026","762","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Fri Jul 24 06:25:19 UTC 2026","Fri Jul 24 06:25:20 UTC 2026","774","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Fri Jul 24 06:25:21 UTC 2026","Fri Jul 24 06:25:21 UTC 2026","378","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
