"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 01 09:10:12 UTC 2026","Tue Sep 01 09:10:13 UTC 2026","383","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"passed","Tue Sep 01 09:10:15 UTC 2026","Tue Sep 01 09:10:15 UTC 2026","278","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"failed","Tue Sep 01 09:10:41 UTC 2026","Tue Sep 01 09:11:00 UTC 2026","18986","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Tue Sep 01 09:10:08 UTC 2026","Tue Sep 01 09:10:12 UTC 2026","3822","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"broken","Tue Sep 01 09:10:15 UTC 2026","Tue Sep 01 09:10:41 UTC 2026","25925","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Tue Sep 01 09:10:12 UTC 2026","Tue Sep 01 09:10:12 UTC 2026","485","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Tue Sep 01 09:10:13 UTC 2026","Tue Sep 01 09:10:13 UTC 2026","369","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
"passed","Tue Sep 01 09:10:13 UTC 2026","Tue Sep 01 09:10:13 UTC 2026","206","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Tue Sep 01 09:10:15 UTC 2026","Tue Sep 01 09:10:15 UTC 2026","332","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Tue Sep 01 09:10:13 UTC 2026","Tue Sep 01 09:10:15 UTC 2026","1328","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
