"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 19 09:06:33 UTC 2026","Fri Jun 19 09:06:34 UTC 2026","554","","PetStore API — CRUD Operations","","Retrieve a pet by ID","","Retrieve a pet by ID",""
"passed","Fri Jun 19 09:06:36 UTC 2026","Fri Jun 19 09:07:02 UTC 2026","26111","","AI-Generated Lever Job Listing Filter Validation","","Job listing filters refine results correctly on QA Istanbul page","","Job listing filters refine results correctly on QA Istanbul page",""
"passed","Fri Jun 19 09:06:36 UTC 2026","Fri Jun 19 09:06:36 UTC 2026","421","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jun 19 09:06:36 UTC 2026","Fri Jun 19 09:06:36 UTC 2026","312","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jun 19 09:06:30 UTC 2026","Fri Jun 19 09:06:33 UTC 2026","3087","","PetStore API — CRUD Operations","","Create a new pet successfully","","Create a new pet successfully",""
"passed","Fri Jun 19 09:06:34 UTC 2026","Fri Jun 19 09:06:34 UTC 2026","546","","PetStore API — CRUD Operations","","Update a pet's name","","Update a pet's name",""
"failed","Fri Jun 19 09:07:02 UTC 2026","Fri Jun 19 09:07:20 UTC 2026","17925","","InsiderOne Careers - End to End Test","","Verify Insider homepage and Quality Assurance job application flow","","Verify Insider homepage and Quality Assurance job application flow",""
"passed","Fri Jun 19 09:06:35 UTC 2026","Fri Jun 19 09:06:35 UTC 2026","247","","PetStore API — CRUD Operations","","Retrieve pet with invalid ID returns 404","","Retrieve pet with invalid ID returns 404",""
"passed","Fri Jun 19 09:06:35 UTC 2026","Fri Jun 19 09:06:36 UTC 2026","558","","PetStore API — CRUD Operations","","Find pets by status returns non-empty list","","Find pets by status returns non-empty list",""
"passed","Fri Jun 19 09:06:34 UTC 2026","Fri Jun 19 09:06:35 UTC 2026","544","","PetStore API — CRUD Operations","","Delete a pet","","Delete a pet",""
